,,0,chem_acts,chem_moieties,chem_struct,chem_synonyms,chem_targets,compound,database_id,evidence,mass_spec_ion_type,mol_mass,molecular_formula,Unnamed: 0,ncbi_tax_id,organism_name
mibig_json_2.0/BGC0000385.json,0,,,,CC[C@H](C)[C@@H]1NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](N)CC(C)C)[C@H](OC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)CNC(=O)[C@@H](NC1=O)[C@H](C)O)[C@H](O)C(N)=O)C1=CC=CC=C1)[C@H](O)C(C)C,,,lysobactin,"['npatlas:17094', 'pubchem:197270']",,,1275.718686644,C58H97N15O17,1847,324869,Lysobacter sp. ATCC 53042
mibig_json_2.0/BGC0000386.json,0,,['Siderophore'],,NCCCCNC(=O)[C@H](CCCN(O)C=O)NC(=O)[C@H](CO)NC(=O)[C@H](NC(=O)[C@H](CCCN(=O)=O)NC=O)[C@@H](O)C(O)=O,,,malleobactin A,['npatlas:10125'],,,636.27148334,C23H40N8O13,77,271848,Burkholderia thailandensis E264
mibig_json_2.0/BGC0000386.json,1,,,,NCCCCNC(=O)[C@H](CCCN(O)C=O)NC(=O)[C@H](CO)NC(=O)[C@H](NC(=O)[C@H](CCCNO)NC=O)[C@@H](O)C(O)=O,,,malleobactin B,['npatlas:4563'],,,622.292218784,C23H42N8O12,77,271848,Burkholderia thailandensis E264
mibig_json_2.0/BGC0000386.json,2,,,,NCCCCNC(=O)[C@H](CCCN(O)C=O)NC(=O)[C@H](CO)NC(=O)[C@H](NC(=O)[C@H](CCCN=O)NC=O)[C@@H](O)C(O)=O,,,malleobactin C,['npatlas:8351'],,,620.27656872,C23H40N8O12,77,271848,Burkholderia thailandensis E264
mibig_json_2.0/BGC0000386.json,3,,,,NCCCCNC(=O)[C@H](CCCN(O)C=O)NC(=O)[C@H](CO)NC(=O)[C@H](NC(=O)[C@H](CCCN=N(=O)CCC[C@H](NC=O)C(=O)N[C@H]([C@@H](O)C(O)=O)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCN(O)C=O)C(=O)NCCCCN)NC=O)[C@@H](O)C(O)=O,,,malleobactin D,['npatlas:6044'],,,1224.5582228199999,C46H80N16O23,77,271848,Burkholderia thailandensis E264
mibig_json_2.0/BGC0000387.json,0,,,,,,,mangotoxin,,,,,,415,321,Pseudomonas syringae pv. syringae
mibig_json_2.0/BGC0000388.json,0,,,,C[C@H]([C@H]1C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N1)CO)[C@H]([C@@H]2CNC(=[N+]2[C@@H]3[C@H]([C@H]([C@@H]([C@H](O3)O)O)O)O)N)O)[C@H]([C@@H]4C[NH+]=C(N4)N)O)CC5=CC=C(C=C5)O[C@@H]6[C@H]([C@H]([C@@H]([C@H](O6)CO)O[C@@H]7[C@H]([C@H]([C@@H]([C@H](O7)CO)O)OC(=O)CC(C)C)O)O)O)C8=CC=CC=C8,,,mannopeptimycin,['pubchem:90658418'],,,1366.5765237121796,C58H86N12O26+2,1612,1912,Streptomyces hygroscopicus
mibig_json_2.0/BGC0000389.json,0,,"['Antifungal', 'Surfactant']",,CCCCCCC[C@@H](O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(O)=O)C(=O)NC1C(C)OC(=O)C(NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(NC1=O)C(C)CC)C(C)CC,,[{'target': 'membrane'}],massetolide A,"['npatlas:1118', 'chembl:500573']",,,1139.705328024,C55H97N9O16,1731,1038924,Pseudomonas fluorescens SS101
mibig_json_2.0/BGC0000391.json,0,,"['Cytotoxic', 'Signalling']",,CC[C@H](C)[C@H]1C(=O)N[C@@H](CC2=CNC3=C(C=CC(=C23)N1C)C(C)(C)C=C)CO,,,methylpendolmycin,,,M+,383.257277296,C23H33N3O2,361,531310,Marinactinospora thermotolerans
mibig_json_2.0/BGC0000391.json,1,,"['Antibacterial', 'Signalling']",, CC(C)[C@H]1C(=O)N[C@@H](CC2=CNC3=C(C=CC(=C23)N1C)C(C)(C)C=C)CO,,,pendolmycin,,,M+,369.241627232,C22H31N3O2,361,531310,Marinactinospora thermotolerans
mibig_json_2.0/BGC0000392.json,0,,,,,,,mirubactin,,,,,,1441,446462,Actinosynnema mirum DSM 43827
mibig_json_2.0/BGC0000393.json,0,,,,CNC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(O)(C)C)C(=O)NC(CO)C(=O)NC(C(C)C)C(=O)C(=O)NC(CO)C(=O)NC(CC1=CC=C(O)C=C1)C(=O)NC(CCCN)CC(=O)NC(C)C(=O)O,,,myxoprincomide-c506,['npatlas:10895'],,[M+H]+,1010.5284262880001,C45H74N10O16,1896,246197,Myxococcus xanthus DK 1622
mibig_json_2.0/BGC0000394.json,0,,,,COC1=C(C)C(=O)C2=C(C(CO)N3C(O)C4CC5C6OCCN6C2C3C5N4C)C1=O,,,naphthyridinomycin,"['npatlas:5217', 'pubchem:3085238']",,,417.18998558400006,C21H27N3O6,1070,68232,Streptomyces lusitanus
mibig_json_2.0/BGC0000395.json,0,,,,NC(CCOC1=CC=C(C=C1)C(=NO)C(=O)NC1CN(C(C(O)=O)C2=CC=C(O)C=C2)C1=O)C(O)=O,,,nocardicin A,"['npatlas:7538', 'pubchem:6419429']",,,500.15432834799986,C23H24N4O9,1313,96045,Nocardia uniformis subsp. tsuyamanensis
mibig_json_2.0/BGC0000396.json,0,,,,CO[C@@H](CC1=CC=CC=C1)[C@@H](C)\C=C(/C)\C=C\[C@@H]1NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](C)[C@@H](NC(=O)\C(=C\C)N(C)C(=O)CC[C@@H](NC(=O)[C@H]1C)C(O)=O)C(O)=O,,,nodularin,"['npatlas:5387', 'pubchem:14217092']",,,824.4432401200002,C41H60N8O10,708,707671,Nostoc sp. 73.1
mibig_json_2.0/BGC0000397.json,0,,,,CC[C@H](C)[C@@H]1NC(=O)[C@@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CC2=CC=C(O)C=C2)\N=C\[C@H](CC2=CC=CC=C2)NC(=O)[C@@H]2C[C@H](C)CN2C(=O)[C@H](CO)NC1=O,,,nostocyclopeptide A2,['npatlas:4801'],,,790.4013753080001,C40H54N8O9,733,76335,Nostoc sp. ATCC 53789
mibig_json_2.0/BGC0000398.json,0,,,[{'moiety': '3-OH- tetradecanoic acid'}],CCCCCCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(O)=O)C(=O)NC1C(C)OC(=O)C(NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(NC1=O)C(C)C)C(C)C,,,orfamide B,['npatlas:2140'],,,1280.8206921239996,C63H112N10O17,956,658629,Pseudomonas sp. CMR12a
mibig_json_2.0/BGC0000399.json,0,,"['Antifungal', 'Surfactant', 'anti-algal: lyses zoospores of Phytophthora sp.']",[{'moiety': '3-OH- tetradecanoic acid'}],CCCCCCCCCCCC(O)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]1[C@@H](C)OC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](NC1=O)C(C)CC)C(C)C,,,orfamide A,['npatlas:1606'],,,1294.8363421879997,C64H114N10O17,1422,220664,Pseudomonas protegens Pf-5
mibig_json_2.0/BGC0000399.json,1,,,[{'moiety': '3-OH dodecanoic acid'}],CCCCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CCC(O)=O)C(=O)NC1C(C)OC(=O)C(NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(NC1=O)C(C)CC)C(C)C,,,orfamide C,['npatlas:5175'],,,1266.8050420599998,C62H110N10O17,1422,220664,Pseudomonas protegens Pf-5
mibig_json_2.0/BGC0000400.json,0,,,,CCCCCCCCCCCCCCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@H]1[C@H](OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC1=O)CCCN)CO)C(C)C)CCCCN)CO)[C@@H](C)CC)C(C)C)CCCCN)[C@@H](C)CC)C,,,paenibacterin,['pubchem:78319277'],,,1604.1004361799996,C79H145N17O17,714,1196323,Paenibacillus sp. OSY-SE
mibig_json_2.0/BGC0000401.json,0,,,,,,,paenibactin,,,,,,723,1007103,Paenibacillus elgii B69
mibig_json_2.0/BGC0000402.json,0,,,,,,,paenilarvins,,,,,,1064,697284,Paenibacillus larvae subsp. larvae DSM 25430
mibig_json_2.0/BGC0000403.json,0,,,,,,,pelgipeptin,,,,,,1322,189691,Paenibacillus elgii
mibig_json_2.0/BGC0000404.json,0,,,,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)[O-])C.[Na+],,,penicillin,['pubchem:23668834'],,,356.080672304,C16H17N2NaO4S,1429,5076,Penicillium chrysogenum
mibig_json_2.0/BGC0000405.json,0,,,,CC(C)[C@@H](NC(=O)[C@H](CS)NC(=O)CCC[C@H]([NH3+])C([O-])=O)C([O-])=O,['acv'],,δ-(L-α-aminoadipyl)-L-cysteine-D-valine,['chebi:58572'],,,362.1391300679099,C14H24N3O6S-,1902,5076,Penicillium chrysogenum
mibig_json_2.0/BGC0000405.json,1,,['Antibacterial'],,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CCC[C@H](N)C(O)=O)C(O)=O,['ipn'],[{'target': 'cell wall synthesis'}],isopenicillin N,['chebi:18165'],,,359.1151063919999,C14H21N3O6S,1902,5076,Penicillium chrysogenum
mibig_json_2.0/BGC0000405.json,2,,['Antibacterial'],,[Na+].[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)Cc1ccccc1)C([O-])=O,['penicillin g'],[{'target': 'cell wall biosynthesis'}],benzylpenicillin,['chebi:51765'],,,356.08067230399996,C16H17N2NaO4S,1902,5076,Penicillium chrysogenum
mibig_json_2.0/BGC0000405.json,3,,['Antibacterial'],,,['penicillin v'],[{'target': 'cell wall biosynthesis'}],phenoxymethylpenicillin,['chembl:615'],,,350.4,C16H18N2O5S,1902,5076,Penicillium chrysogenum
mibig_json_2.0/BGC0000406.json,0,,['Antibacterial'],[{'moiety': 'phosphino-group'}],CP(=O)(CCC(C(=O)[O-])[NH3+])[O-],"['phosphinothricin', 'bialaphos', 'glufosinate', 'basta']",[{'target': 'glutamine synthetase'}],phosphinothricintripeptide,['pubchem:25244585'],,,180.04311804191,C5H11NO4P-,133,1938,Streptomyces viridochromogenes
mibig_json_2.0/BGC0000407.json,0,,,,CCCCCCCCCCCCCC(CC(=O)NC(CCC(=O)O)C(=O)NC(CCCN)C(=O)NC1CC2=CC=C(C=C2)OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C3CCCN3C(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(C)O)CCC(=O)O)C)CCC(=O)N)CC4=CC=C(C=C4)O)C(C)CC)O,,,plipastatin,['pubchem:5491283'],,,1462.7959339199995,C72H110N12O20,357,135461,Bacillus subtilis subsp. subtilis
mibig_json_2.0/BGC0000408.json,0,,,,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)C(C)O.OS(=O)(=O)O,,,polymyxin,['pubchem:5702105'],,,1300.7173067399995,C56H100N16O17S,1578,1406,Paenibacillus polymyxa
mibig_json_2.0/BGC0000409.json,0,,,,COC1=CC=CC2=C1NC(O)C1CC(C=CC(=O)N(C)C)=CN1C2=O,,,porothramycin A,['npatlas:7051'],,,343.15320615200005,C18H21N3O4,1770,67257,Streptomyces albus subsp. albus
mibig_json_2.0/BGC0000410.json,0,,,,CC1ON(CCC2=CNC=N2)C(=O)C1NC(=O)C1=CC=CC=C1O,"['Pseudomonine', '172923-94-3', 'AC1L42N0', 'DTXSID30938246', '2-hydroxy-N-[2-[2-(1H-imidazol-5-yl)ethyl]-5-methyl-3-oxo-1,2-oxazolidin-4-yl]benzamide', '2-hydroxy-N-{2-[2-(1H-imidazol-4-yl)ethyl]-5-methyl-3-oxo-1,2-oxazolidin-4-yl}benzamide', '2-Hydroxy-N-{2-[2-(1H-imidazol-5-yl)ethyl]-5-methyl-3-oxo-1,2-oxazolidin-4-yl}benzene-1-carboximidic acid']",,pseudomonine,['npatlas:14034'],,,330.13280505599994,C16H18N4O4,82,294,Pseudomonas fluorescens
mibig_json_2.0/BGC0000411.json,0,,,,,,,putisolvin,,,,,,403,303,Pseudomonas putida
mibig_json_2.0/BGC0000412.json,0,,,,[H][C@@]1(CSC(=N1)C1=CC=CC=C1O)[C@@]1([H])SC[C@H](N1C)C(O)=O,,,pyochelin,"['npatlas:13123', 'pubchem:5462518']",,,324.06023437199997,C14H16N2O3S2,1484,208964,Pseudomonas aeruginosa PAO1
mibig_json_2.0/BGC0000413.json,0,,,,NC(=O)CCC(NC(=O)C(CCCN(O)C=O)NC(=O)C1CCN=C(N1)C(CO)NC(=O)[C@@H]1CCNC2=C(NC(=O)CCC(O)=O)C=C3C=C(O)C(O)=CC3=[N+]12)C(=O)NC(CCC(N)=O)C(=O)NC(CCCN(O)C=O)C(=O)NCC(O)=O,,,pyoverdin,['npatlas:14047'],,,1174.47595599609,C48H68N15O20+,1855,220664,Pseudomonas protegens Pf-5
mibig_json_2.0/BGC0000414.json,0,,,,CN1[C@H]2C[C@H]([C@@H]1[C@@H]3CC4=C([C@H]5N3[C@@H]2OC5)C(=CC=C4)OC)C(=O)O,,,quinocarcin,['pubchem:158486'],,,330.15795718399994,C18H22N2O4,1109,1182637,Streptomyces melanovinaceus
mibig_json_2.0/BGC0000415.json,0,,,,CC1C(=O)N(C2CSC(C(C(=O)N(C(C(=O)OCC(C(=O)N1)NC(=O)C3=NC4=CC=CC=C4N=C3)C(C)C)C)N(C(=O)C(NC(=O)C(COC(=O)C(N(C2=O)C)C(C)C)NC(=O)C5=NC6=CC=CC=C6N=C5)C)C)SC)C,,,quinomycin,['pubchem:3197'],,,1100.420807488,C51H64N12O12S2,1271,284637,Streptomyces griseovariabilis subsp. bandungensis
mibig_json_2.0/BGC0000416.json,0,,,, CC(C)C[C@H](NC)C(=O)N(C)[C@@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)NCCc1ccccc1,,,rhabdopeptide 1,,,[M+H]+,573.4254052399999,C32H55N5O4,667,406817,Xenorhabdus nematophila ATCC 19061
mibig_json_2.0/BGC0000416.json,1,,['Cytotoxic'],,CN[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)NCCC1=CC=CC=C1,,,rhabdopeptide 2,,,[M+H]+,587.441055304,C33H57N5O4,667,406817,Xenorhabdus nematophila ATCC 19061
mibig_json_2.0/BGC0000416.json,2,,,,CN[C@H](CC(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)NCCC1=CC=CC=C1,,,rhabdopeptide 3,,,,686.509469212,C38H66N6O5,667,406817,Xenorhabdus nematophila ATCC 19061
mibig_json_2.0/BGC0000416.json,3,,,,CN[C@H](C(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)N(C)[C@H](C(C)C)C(=O)NCCC1=CC=CC=C1,,,rhabdopeptide 4,,,,700.5251192759999,C39H68N6O5,667,406817,Xenorhabdus nematophila ATCC 19061
mibig_json_2.0/BGC0000417.json,0,,,,CC(OC(=O)[C@@H](N)CCCN(O)C=O)[C@H](NC(=O)C1=C(O)C(O)=CC=C1)C(=O)N[C@@H](CCCN(O)C=O)C(O)=O,,,rhodochelin,['npatlas:8134'],,,571.212571496,C23H33N5O12,772,101510,Rhodococcus jostii RHA1
mibig_json_2.0/BGC0000418.json,0,,,,CC1C(C(CC(O1)OC2C3C(=O)NC(C4=CC(=CC(=C4C5=C(C=CC(=C5)C(C(=O)N3)NC(=O)C6C7=CC(=C(C(=C7)OC8=CC=C2C=C8)OC9C(C(C(C(O9)COC1C(C(C(C(O1)C)O)O)O)O)O)OC1C(C(C(C(O1)CO)O)O)OC1C(C(C(CO1)O)O)O)OC1=CC=C(C=C1)C(C1C(=O)NC(C2=CC(=C(C(=C2)O)C)OC2=C(C=CC(=C2)C(C(=O)N1)N)O)C(=O)N6)O)O)OC1C(C(C(C(O1)CO)O)O)O)O)C(=O)OC)N)O,,,ristocetin,['pubchem:16131418'],,,2066.6615887999983,C95H110N8O44,1007,31959,Amycolatopsis lurida
mibig_json_2.0/BGC0000419.json,0,,['Antibacterial'],"[{'moiety': 'beta-hydroxytyrosine', 'subcluster': ['AIG79223.1', 'AIG79224.1', 'AIG79225.1']}]",CC1C(C(CC(O1)OC2C3C(=O)NC(C4=CC(=CC(=C4C5=C(C=CC(=C5)C(C(=O)N3)NC(=O)C6C7=CC(=C(C(=C7)OC8=CC=C2C=C8)OC9C(C(C(C(O9)COC1C(C(C(C(O1)C)O)O)O)O)O)OC1C(C(C(C(O1)CO)O)O)OC1C(C(C(CO1)O)O)O)OC1=CC=C(C=C1)C(C1C(=O)NC(C2=CC(=C(C(=C2)O)C)OC2=C(C=CC(=C2)C(C(=O)N1)N)O)C(=O)N6)O)O)OC1C(C(C(C(O1)CO)O)O)O)O)C(=O)OC)N)O,['Ristocetin a'],"[{'target': 'Cell wall'}, {'target': 'specifically the D-alanyl-D-alanine terminus of peptidoglycan'}]",ristomycin A,['pubchem:16131418'],,,2066.6615887999983,C95H110N8O44,1379,208439,Amycolatopsis japonica
mibig_json_2.0/BGC0000420.json,0,,,,,['htd'],,histidyltryptophanyldiketopiperazine,,,,,,499,500485,Penicillium rubens Wisconsin 54-1255
mibig_json_2.0/BGC0000420.json,1,,,,,['dhtd'],,dehydrohistidyltryptophanyldiketopiperazine,,,[M+H]+,322.1299,C17H15N5O2,499,500485,Penicillium rubens Wisconsin 54-1255
mibig_json_2.0/BGC0000420.json,2,,['Antibacterial'],,CC(C)(C=C)C12CC3N(C1NC1=CC=CC=C21)C(=O)C(CC1=CN=CN1)NC3=O,['roquefortine d'],,roquefortine D,['npatlas:10085'],,,391.20082504000004,C22H25N5O2,499,500485,Penicillium rubens Wisconsin 54-1255
mibig_json_2.0/BGC0000420.json,3,,['Antibacterial'],,[H][C@@]12NC3=C(C=CC=C3)[C@@]1(C[C@@H]1N2C(=O)\C(NC1=O)=C/C1=CN=CN1)C(C)(C)C=C,"['Isoroquefortine C', 'Roquefortine']",[{'target': 'RNA synthesis'}],roquefortine C,"['npatlas:16637', 'pubchem:5935070']",,,389.18517497600004,C22H23N5O2,499,500485,Penicillium rubens Wisconsin 54-1255
mibig_json_2.0/BGC0000420.json,4,,['Inhibitor'],,CC(C)(C=C)C12C=C(C(=O)N\3C1(NC4=CC=CC=C24)NC(=O)/C3=C\C5=CN=CN5)O,['glandicoline a'],,glandicoline A,['pubchem:91820007'],,,403.164439532,C22H21N5O3,499,500485,Penicillium rubens Wisconsin 54-1255
mibig_json_2.0/BGC0000420.json,5,,['Inhibitor'],,CC(C)(C=C)C12C=C(C(=O)N\3C1(NC(=O)/C3=C\C4=CN=CN4)N(C5=CC=CC=C25)O)O,['glandicoline b'],,glandicoline B,['pubchem:91820473'],,,419.159354152,C22H21N5O4,499,500485,Penicillium rubens Wisconsin 54-1255
mibig_json_2.0/BGC0000420.json,6,,,,CON1C2=C(C=CC=C2)[C@]2(C=C(O)C(=O)N3\C(=C\C4=CNC=N4)C(=O)N[C@]123)C(C)(C)C=C,,,meleagrine,['npatlas:10351'],,,433.17500421600005,C23H23N5O4,499,500485,Penicillium rubens Wisconsin 54-1255
mibig_json_2.0/BGC0000421.json,0,,,,CC1=C(C(=C2[C@H]3[C@@H]4CC5=C([C@@H](N4C[C@H](N3C)CC2=C1)CNC(=O)[C@H](C)N)C(=O)C(=C(C5=O)C)OC)O)OC,,,safracin A,['pubchem:160293'],,,524.2634848719999,C28H36N4O6,930,294,Pseudomonas fluorescens
mibig_json_2.0/BGC0000421.json,1,,,,CC1=C(OC)C(O)=C2[C@H]3[C@@H]4CC5=C(C(C(OC)=C(C)C5=O)=O)[C@H](CNC([C@@H](N)C)=O)N4C(O)[C@@H](CC2=C1)N3C,,,safracin B,,,,540.2583994920001,C28H36N4O7,930,294,Pseudomonas fluorescens
mibig_json_2.0/BGC0000422.json,0,,,,CC1=C(C(=O)C2=C(C1=O)C[C@H]3[C@H]4C5=C(C[C@H](N4C)[C@@H](N3[C@H]2CNC(=O)C(=O)C)C#N)C(=O)C(=C(C5=O)OC)C)OC,,,saframycin A,"['pubchem:100594', 'pubchem:3086522']",,,562.20636392,C29H30N4O8,1045,1914,Streptomyces lavendulae
mibig_json_2.0/BGC0000422.json,1,,,,CC1=C(C(=O)C2=C(C1=O)C[C@@H]3CN4[C@H]([C@H]2N3C)CC5=C([C@@H]4CNC(=O)C(=O)C)C(=O)C(=C(C5=O)C)OC)OC,,,saframycin B,['pubchem:171748'],,,537.2111149519999,C28H31N3O8,1045,1914,Streptomyces lavendulae
mibig_json_2.0/BGC0000423.json,0,,,,CN[C@@H](CCCN(O)C=O)C(=O)N[C@@H](CO)C(=O)N(O)CCC[C@H](NC)C(=O)N[C@@H](CCCN)C(=O)N[C@@H]1CCCN(O)C1=O,,,scabichelin,['npatlas:8731'],,,647.360238768,C26H49N9O10,1350,680198,Streptomyces scabiei 87.22
mibig_json_2.0/BGC0000424.json,0,,['Siderophore'],[{'moiety': 'Lipid'}],O=C(NC(C(O)C(O)=O)C(NC(CO)C(NC(C(O)C(O)=O)C(NC(C(C)O)C(NC(CO)C(NC1CCCN(O)C1=O)=O)=O)=O)=O)=O)CCCCCCCCCCCCC,,,serobactin C,,,M+Na+,877.4280435560001,C37H63N7O17,1658,757424,Herbaspirillum seropedicae SmR1
mibig_json_2.0/BGC0000424.json,1,,['Siderophore'],[{'moiety': 'Lipid'}],CCCCCCCCCCCC(NC(C(O)C(O)=O)C(NC(CO)C(NC(C(O)C(O)=O)C(NC(C(C)O)C(NC(CO)C(NC1CCCN(O)C1=O)=O)=O)=O)=O)=O)=O,,,serobactin B,,,M+Na+,849.3967434280003,C35H59N7O17,1658,757424,Herbaspirillum seropedicae SmR1
mibig_json_2.0/BGC0000424.json,2,,['Siderophore'],[{'moiety': 'Lipid'}],CCCCCCCCCC(NC(C(O)C(O)=O)C(NC(CO)C(NC(C(O)C(O)=O)C(NC(C(C)O)C(NC(CO)C(NC1CCCN(O)C1=O)=O)=O)=O)=O)=O)=O,,,serobactin A,,,M+Na+,821.3654433000002,C33H55N7O17,1658,757424,Herbaspirillum seropedicae SmR1
mibig_json_2.0/BGC0000425.json,0,,"['Antifungal', 'Surfactant']",,O=C(N[C@@H]([C@@H](C)CC)C(N[C@@H](CCO)C(N[C@H](CCN)C(N[C@@H](CCCCN)C(O)=O)=O)=O)=O)[C@@H]([C@H](O)C)NC(/C(NC([C@@H](C(C)C)NC([C@H](CC(C)C)NC([C@@H](CCC(N)=O)NC([C@H](C(C)C)NC([C@@H](C(C)C)NC([C@@H](CC(C)C)NC([C@@H](CCC(N)=O)NC([C@@H](C(C)C)NC([C@@H](CC(C)C)NC([C@@H](CO)NC([C@]1(C(CC(O)CCCCC)=O)N(C(/C(N)=C/C)=O)CCC1)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=O)=C\C)=O,['s-a'],,sessilin A,,,[M+2H]2+,2045.250013495998,C96H168N22O26,1692,658629,Pseudomonas sp. CMR12a
mibig_json_2.0/BGC0000426.json,0,,['Antibacterial'],,O=C(NC(C)C(NC(CC1=CNC2=C1C=CC=C2)C(O)=O)=O)C(N)CC3=CC=CC=C3,,,sevadicin,,,[M+H]+,422.195405312,C23H26N4O4,153,1464,Paenibacillus larvae
mibig_json_2.0/BGC0000427.json,0,,['sunscreen'],,O[C@](CC(NCC(O)=O)=C/1OC)(CO)CC1=N/[C@@H](CO)C(O)=O,,,shinorine,,,[M+H]+,332.12196559999995,C13H20N2O8,327,240292,Trichormus variabilis ATCC 29413
mibig_json_2.0/BGC0000427.json,1,,"['Antioxidant', 'sunscreen']",,OC1=C(OC)C(C[C@](O)(CO)C1)=O,,,4-deoxygadusol,,,[M+Na]+,188.068473484,C8H12O5,327,240292,Trichormus variabilis ATCC 29413
mibig_json_2.0/BGC0000427.json,2,,['sunscreen'],,O=C1C(OC)=C(NCC(O)=O)C[C@@](O)(CO)C1,,,mycosporine glycine,,,[M+H]+,245.0899372,C10H15NO6,327,240292,Trichormus variabilis ATCC 29413
mibig_json_2.0/BGC0000428.json,0,,,,CN[C@H]1[C@H](C)O[C@@H](OC2=CC3=C(N[C@H](O)[C@@H]4CC(\C=C\C)=CN4C3=O)C(O)=C2C)[C@H](O)[C@]1(C)O,,,sibiromycin,"['npatlas:1741', 'pubchem:6437361']",,,475.23185039599997,C24H33N3O7,1536,457432,Streptosporangium sibiricum
mibig_json_2.0/BGC0000429.json,0,,,,C/C=C\C1=CC=CC=C1/C=C/C(=N[C@H]2C(OC(=O)[C@@H](N=C([C@H](N=C(C(N=C([C@H](N=C([C@@H](N=C([C@@H]3CCCN3C(=O)[C@@H](N=C(CN=C([C@@H](N=C([C@@H](N=C2O)C)O)[C@H](C)C(=O)O)O)O)C(C4=CC=CC=C4)O)O)C(C5=CC=C(C=C5)OC)O)O)C6=CNC7=CC=CC=C76)O)O)O)CC(C)C)O)[C@H](C(C)C)O)C)O,,,RP-1776,['pubchem:101790016'],,,1468.6550833439996,C74H92N12O20,1813,1001349,Streptomyces sp. Acta 2897
mibig_json_2.0/BGC0000430.json,0,,['Inhibitor'],"[{'moiety': '(2S,4S)-4-methylproline', 'subcluster': ['NSP_49220', 'NSP_49210', 'NSP_49200']}]",C[C@H]1C[C@H](N(C1)C(=O)[C@@H](CCC2=CC=C(C=C2)O)NC(=O)[C@@H](CC3=CC=C(C=C3)O)O)C(=O)NC(CCCN=C(N)N)C=O,,[{'target': 'Trypsin'}],spumigin E,['pubchem:71449303'],,,610.311497684,C31H42N6O7,162,313624,Nodularia spumigena CCY9414
mibig_json_2.0/BGC0000431.json,0,,['Antibacterial'],,,,,stenothricin,,,,-1.0,,312,457431,Streptomyces filamentosus NRRL 15998
